policy_id,source,sdlc_stage,sdlc_confidence,sdlc_secondary_stages,sdlc_rationale,scope,policy_description,reference
AIAS-054,OWASP_AI_Agent_Security,Implementation,high,,Prohibition against passing unsanitized data between agents is an implementation-level coding practice.,"inter-agent data exchange","Do not pass unsanitized data between agents in multi-agent systems.","Do's and Don'ts; https://cheatsheetseries.owasp.org/cheatsheets/AI_Agent_Security_Cheat_Sheet.html"
AIAS-055,OWASP_AI_Agent_Security,Implementation,high,,Prohibition against logging sensitive data in plain text is an implementation-level security practice.,"agent logging","Do not log sensitive data (PII, credentials) in plain text.","Do's and Don'ts; https://cheatsheetseries.owasp.org/cheatsheets/AI_Agent_Security_Cheat_Sheet.html"
ASVS-001,OWASP_ASVS,Not Applicable,high,,License terms for ASVS reuse/distribution are administrative/legal, not software development activities.,"","For any reuse or distribution, you must clearly communicate the license terms of this work to others.","CopyrightandLicense; Creative Commons Attribution-ShareAlike 4.0 International License; Version5.0.0, May2025"
ASVS-002,OWASP_ASVS,Not Applicable,high,,Scope definition for what constitutes an 'application' in ASVS is framework documentation, not a development activity.,"","Components that serve, modify, or validate HTTP traffic, such as Web Application Firewalls (WAFs), load balancers, or proxies, may be considered part of the application for those specific purposes.","ScopeoftheASVS; Application"
ASVS-003,OWASP_ASVS,Not Applicable,high,,Scope clarification about components for ASVS requirements is framework documentation.,"","These components should be considered for requirements related to cached responses, rate limiting, or restricting incoming and outgoing connections based on source and destination.","ScopeoftheASVS; Application"
ASVS-004,OWASP_ASVS,Not Applicable,high,,ASVS verifiability requirement definition is framework metadata.,"","The requirement must be verifiable, and the verification must result in a fail or pass decision.","Verification"
ASVS-005,OWASP_ASVS,Not Applicable,high,,ASVS contains only must requirements is framework metadata.,"","The ASVS only contains requirements (must) and does not contain recommendations (should) as the main condition.","Requirement"
ASVS-006,OWASP_ASVS,Not Applicable,high,,Documentation requirement conventions in ASVS chapters is framework metadata.,"","Documentation requirements are always in the first section of a chapter and always have a related implementation requirement where the decisions that are documented should actually be put into place.","Documentedsecuritydecisions"
ASVS-007,OWASP_ASVS,Not Applicable,high,,ASVS requirement identifier format description is framework metadata.,"","Each requirement has an identifier in the format <chapter>.<section>.<requirement>, where each element is a number.","HowtoReferenceASVSRequirements"
ASVS-008,OWASP_ASVS,Not Applicable,high,,ASVS versioning identifier convention is framework metadata.,"","The v preceding the version number in the format should always be lowercase.","HowtoReferenceASVSRequirements"
ASVS-009,OWASP_ASVS,Not Applicable,high,,ASVS reference version assumption is framework metadata.,"","If identifiers are used without including the v<version> element then they should be assumed to refer to the latest Application Security Verification Standard content.","HowtoReferenceASVSRequirements"
ASVS-010,OWASP_ASVS,Not Applicable,high,,ASVS verification sufficiency definition (automated tools alone insufficient) is testing guidance metadata.,"","Merely running an automated tool without thorough testing is insufficient for certification, as each requirement must be verifiably tested.","VerificationMechanisms; TheRoleofAutomatedSecurityTestingTools"
ASVS-011,OWASP_ASVS,Not Applicable,high,,ASVS recommendation for hybrid penetration testing is testing methodology guidance, not a development activity.,"","It is strongly encouraged to perform documentation or source code-led (hybrid) penetration testing, which have full access to the application developers and the application's documentation, rather than traditional penetration tests.","TheRoleofPenetrationTesting; VerificationMechanisms"
ASVS-012,OWASP_ASVS,Not Applicable,high,,ASVS stance on certification and assurance services is administrative/organizational guidance.,"","Organizations may offer assurance services, provided they do not claim official OWASP certification.","AssessmentandCertification; OWASP'sStanceonASVSCertificationsandTrustMarks"
ASVS-013,OWASP_ASVS,Implementation,high,,Input decoding/unescaping to canonical form only once before processing is an implementation-level coding requirement.,"","1.1.1 Verify that input is decoded or unescaped into a canonical form only once, it is only decoded when encoded data in that form is expected, and that this is done before processing the input further.","1.1.1; V1.1EncodingandSanitizationArchitecture"
ASVS-014,OWASP_ASVS,Implementation,high,,Output encoding as a final step before interpreter use is an implementation-level coding practice.,"","1.1.2 Verify that the application performs output encoding and escaping either as a final step before being used by the interpreter for which it is intended or by the interpreter itself.","1.1.2; V1.1EncodingandSanitizationArchitecture"
ASVS-015,OWASP_ASVS,Implementation,high,,Context-relevant output encoding for HTTP/HTML/XML responses is an implementation-level coding requirement.,"","1.2.1 Verify that output encoding for an HTTP response, HTML document, or XML document is relevant for the context required, to avoid changing the message or document structure.","1.2.1; V1.2InjectionPrevention"
ASVS-016,OWASP_ASVS,Implementation,high,,URL encoding/encoding untrusted data in URLs is an implementation-level coding practice.,"","1.2.2 Verify that when dynamically building URLs, untrusted data is encoded according to its context and that only safe URL protocols are permitted.","1.2.2; V1.2 Injection Prevention"
ASVS-017,OWASP_ASVS,Implementation,high,,Output encoding when building JavaScript/JSON content is an implementation-level coding requirement.,"","1.2.3 Verify that output encoding or escaping is used when dynamically building JavaScript content (including JSON), to avoid JavaScript and JSON injection.","1.2.3; V1.2 Injection Prevention"
ASVS-018,OWASP_ASVS,Implementation,high,,Using parameterized queries/ORMs for database queries is an implementation-level coding requirement.,"","1.2.4 Verify that data selection or database queries use parameterized queries, ORMs, entity frameworks, or are otherwise protected from SQL Injection and other database injection attacks.","1.2.4; V1.2 Injection Prevention"
ASVS-019,OWASP_ASVS,Implementation,high,,Protecting against OS command injection through parameterized queries or output encoding is an implementation practice.,"","1.2.5 Verify that the application protects against OS command injection and that operating system calls use parameterized OS queries or use contextual command line output encoding.","1.2.5; V1.2 Injection Prevention"
ASVS-020,OWASP_ASVS,Implementation,high,,LDAP injection prevention is an implementation-level coding requirement.,"","1.2.6 Verify that the application protects against LDAP injection vulnerabilities, or that specific security controls to prevent LDAP injection have been implemented.","1.2.6; V1.2 Injection Prevention"
ASVS-021,OWASP_ASVS,Implementation,high,,XPath injection prevention through query parameterization is an implementation-level coding requirement.,"","1.2.7 Verify that the application is protected against XPath injection attacks by using query parameterization or precompiled queries.","1.2.7; V1.2 Injection Prevention"
ASVS-022,OWASP_ASVS,Implementation,high,,Configuring LaTeX processors securely with allowlisted commands is an implementation-level requirement.,"","1.2.8 Verify that LaTeX processors are configured securely and an allowlist of commands is used to prevent LaTeX injection attacks.","1.2.8; V1.2 Injection Prevention"
ASVS-023,OWASP_ASVS,Implementation,high,,Escaping special characters in regular expressions is an implementation-level coding practice.,"","1.2.9 Verify that the application escapes special characters in regular expressions to prevent them from being misinterpreted as metacharacters.","1.2.9; V1.2 Injection Prevention"
ASVS-024,OWASP_ASVS,Implementation,high,,CSV and formula injection prevention through proper escaping is an implementation-level coding requirement.,"","1.2.10 Verify that the application is protected against CSV and Formula Injection by following RFC4180 escaping rules.","1.2.10; V1.2 Injection Prevention; RFC4180"
ASVS-025,OWASP_ASVS,Implementation,high,,Sanitizing untrusted HTML input from WYSIWYG editors using secure libraries is an implementation practice.,"","1.3.1 Verify that all untrusted HTML input from WYSIWYG editors or similar is sanitized using a well-known and secure HTML sanitization library or framework feature.","1.3.1; V1.3 Sanitization"
ASVS-026,OWASP_ASVS,Implementation,high,,Avoiding eval() and dynamic code execution is an implementation-level coding requirement.,"","1.3.2 Verify that the application avoids the use of eval() or other dynamic code execution features. Where there is no alternative, any user input being included must be sanitized before being executed.","1.3.2; V1.3 Sanitization"
ASVS-027,OWASP_ASVS,Implementation,high,,Sanitizing data passed to potentially dangerous contexts is an implementation-level coding practice.,"","1.3.3 Verify that data being passed to a potentially dangerous context is sanitized beforehand to enforce safety measures.","1.3.3; V1.3 Sanitization"
ASVS-028,OWASP_ASVS,Implementation,high,,Validating/sanitizing user-supplied SVG content is an implementation-level coding requirement.,"","1.3.4 Verify that user-supplied SVG scriptable content is validated or sanitized to contain only safe tags and attributes.","1.3.4; V1.3 Sanitization"
ASVS-029,OWASP_ASVS,Implementation,high,,Sanitizing or disabling user-supplied scriptable template language content is an implementation practice.,"","1.3.5 Verify that the application sanitizes or disables user-supplied scriptable or expression template language content.","1.3.5; V1.3 Sanitization"
